,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
130,CBS,Sat Mar 17 17:42:43 +0000 2018,How is your bracket looking after last night? Stream Second Round games LIVE today with a FREE trial of CBS All Acc… https://t.co/25JlIpgwog,0.6166,0.161,0.839,0.0,31
131,CBS,Sat Mar 17 14:00:03 +0000 2018,Where better to spend #StPatricksDay than the place everybody knows your name? It’s just your luck that every singl… https://t.co/Fom5wmdENL,0.7096,0.247,0.753,0.0,32
132,CBS,Fri Mar 16 22:53:21 +0000 2018,Stars @JakeMcDorman and Nik Dodani will join the cast in the upcoming revival of Murphy Brown coming to CBS.… https://t.co/JCAx29lo0i,0.296,0.104,0.896,0.0,33
133,CBS,Fri Mar 16 18:15:53 +0000 2018,"RT @thegoodfight: Go behind the scenes with costume designer @DanLawsonStyle in ""Behind The Style,"" a new weekly video series all about the…",0.0,0.0,1.0,0.0,34
134,CBS,Fri Mar 16 16:28:40 +0000 2018,The games have just begun! Continue to stream First Round games LIVE today with a FREE trial of CBS All Access:… https://t.co/YTGsJ48zYP,0.6514,0.178,0.822,0.0,35
135,CBS,Thu Mar 15 17:54:06 +0000 2018,"RT @TheTalkCBS: You asked, we answered! The fun never ends when the ladies #KeepTalking and answer your fan questions ???? https://t.co/ie1…",0.7088,0.237,0.763,0.0,36
136,CBS,Thu Mar 15 17:20:26 +0000 2018,RT @instinctcbs: Dr. Dylan Reinhart is lured back into the field from his life of quiet academia when a certain serial killer makes things…,-0.4939,0.077,0.766,0.157,37
137,CBS,Thu Mar 15 16:42:41 +0000 2018,Stream First Round games LIVE today starting at 12PM ET with a FREE trial of CBS All Access! https://t.co/3P85rXLy4b https://t.co/vZow3YD8cb,0.6514,0.194,0.806,0.0,38
138,CBS,Thu Mar 15 14:32:16 +0000 2018,RT @CBSSports: It's the most wonderful time of the year. #MarchMadness https://t.co/e4c9qohqSR,0.6115,0.266,0.734,0.0,39
139,CBS,Wed Mar 14 19:30:01 +0000 2018,"Give these ladies some love! @Lauren_Alaina, @DBradbery, @carlypearce, and @RaeLynn are nominated for New Female Vo… https://t.co/IVhwURfJ3S",0.6696,0.219,0.781,0.0,40
140,CBS,Tue Mar 13 18:48:52 +0000 2018,"RT @ManWithAPlan: Hungry for more #ManWithAPlan bloopers and behind-the-scenes videos featuring cast like @matt_leblanc, @thelizasnyder, @k…",0.3612,0.143,0.857,0.0,41
141,CBS,Tue Mar 13 14:15:10 +0000 2018,"Music stars @MileyCyrus, @edsheeran, @ladygaga, and more will honor the legendary @eltonofficial and his hit songs… https://t.co/UzxARCCLnI",0.539,0.179,0.821,0.0,42
142,CBS,Mon Mar 12 18:13:28 +0000 2018,RT @thegoodfight: The verdict is in. The new season of #TheGoodFight is ???! Stream it now on CBS All Access: https://t.co/FkYSNSXlRb https…,0.2244,0.083,0.917,0.0,43
143,CBS,Mon Mar 12 01:20:43 +0000 2018,"RT @MadamSecretary: In less than an hour, #MadamSecretary's Keith Carradine will be taking over the @MadamSecretary Twitter page! Tweet alo…",0.0,0.0,1.0,0.0,44
144,CBS,Fri Mar 09 22:48:26 +0000 2018,RT @DierksBentley: Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post for a…,0.4926,0.117,0.883,0.0,45
145,CBS,Fri Mar 09 22:24:20 +0000 2018,"RT @MomCBS: If you missed guest star @KChenoweth in the latest episode of #Mom, not to worry! Watch now: https://t.co/RlvXoGOZ0l https://t.…",0.1275,0.113,0.795,0.092,46
146,CBS,Fri Mar 09 21:10:21 +0000 2018,"Give a round of applause to @KelseaBallerini, @MirandaLambert, @Reba, @MarenMorris, and @CarrieUnderwood, the five… https://t.co/Ncp1BTXx6N",0.4215,0.177,0.823,0.0,47
147,CBS,Fri Mar 09 18:27:28 +0000 2018,"RT @thegoodfight: Smart, sexy, and sophisticated. See what's coming this season on #TheGoodFight. https://t.co/CuKhx2G50P https://t.co/ygTI…",0.8658,0.447,0.553,0.0,48
148,CBS,Fri Mar 09 16:02:27 +0000 2018,RT @BlueBloods_CBS: Even stand-up guys fall down sometimes. #BlueBloods is new tonight at 10/9c! https://t.co/UOlDm22wWW,0.0,0.0,1.0,0.0,49
149,CBS,Thu Mar 08 18:00:49 +0000 2018,Today and every day we celebrate the women in our lives who empower and inspire us. Share a story about an influent… https://t.co/9rVtqrElvT,0.8625,0.336,0.664,0.0,50
150,CBS,Thu Mar 08 17:03:04 +0000 2018,Take and post a photo of the woman in your life who inspires you daily! Use the hashtag #WomanAmenACM in your post… https://t.co/7ShhvE48zy,0.4926,0.132,0.868,0.0,51
151,CBS,Wed Mar 07 18:39:10 +0000 2018,"RT @thegoodfight: Meticulously constructed. Soapy &amp; sexy. Intoxicating, savage television. ? Here's what critics are saying about #TheGoodF…",-0.2023,0.15,0.619,0.23,52
152,CBS,Wed Mar 07 17:06:02 +0000 2018,"This just in! @Jason_Aldean, @mirandalambert, @LukeBryanOnline, and many more are set to perform at the 53rd Academ… https://t.co/mfxw2VxzU4",0.0,0.0,1.0,0.0,53
153,CBS,Tue Mar 06 18:10:59 +0000 2018,"Meet the ensemble of talented actors slated to join $1, a new mystery series coming to CBS All Access:… https://t.co/QoyYv7vxwg",0.6705,0.244,0.756,0.0,54
154,CBS,Mon Mar 05 22:16:43 +0000 2018,"Will @Jason_Aldean, @garthbrooks, @LukeBryanOnline, @ChrisStapleton, or @KeithUrban be named Entertainer Of The Yea… https://t.co/rMD8zjeX3s",0.3818,0.167,0.833,0.0,55
155,CBS,Sun Mar 04 08:05:26 +0000 2018,"RT @thegoodfight: It feels good to be back. ??? The season 2 premiere of #TheGoodFight is now streaming, exclusively on CBS All Access: htt…",0.4404,0.116,0.884,0.0,56
156,CBS,Sat Mar 03 20:55:20 +0000 2018,"RT @thegoodfight: Tomorrow, #TheGoodFight is back. Stream the season 2 premiere only on CBS All Access: https://t.co/tNFR8LBJO2 https://t.c…",0.0,0.0,1.0,0.0,57
157,CBS,Fri Mar 02 22:30:01 +0000 2018,"Who are the trailblazing women in your life that inspire you? Join CBS and the ANA's #SeeHer initiative, celebratin… https://t.co/M0KqZ41Bes",0.7096,0.247,0.753,0.0,58
158,CBS,Fri Mar 02 20:30:01 +0000 2018,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.7096,0.282,0.718,0.0,59
159,CBS,Fri Mar 02 18:45:00 +0000 2018,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.4939,0.151,0.849,0.0,60
160,CBS,Thu Mar 01 18:59:01 +0000 2018,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,-0.6981,0.0,0.79,0.21,61
161,CBS,Thu Mar 01 18:12:57 +0000 2018,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.4547,0.159,0.749,0.092,62
162,CBS,Thu Mar 01 18:11:50 +0000 2018,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,0.8591,0.538,0.462,0.0,63
163,CBS,Thu Mar 01 18:10:50 +0000 2018,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,0.4885,0.234,0.615,0.151,64
164,CBS,Thu Mar 01 14:36:21 +0000 2018,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.5994,0.178,0.822,0.0,65
165,CBS,Thu Mar 01 14:29:20 +0000 2018,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",0.7717,0.325,0.675,0.0,66
166,CBS,Thu Mar 01 14:15:29 +0000 2018,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.6908,0.275,0.725,0.0,67
167,CBS,Thu Mar 01 13:50:11 +0000 2018,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,1.0,0.0,68
168,CBS,Thu Mar 01 01:04:52 +0000 2018,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,1.0,0.0,69
169,CBS,Wed Feb 28 19:56:58 +0000 2018,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,1.0,0.0,70
170,CBS,Wed Feb 28 19:08:30 +0000 2018,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.4404,0.116,0.884,0.0,71
171,CBS,Tue Feb 27 03:23:47 +0000 2018,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.5562,0.152,0.848,0.0,72
172,CBS,Mon Feb 26 22:50:32 +0000 2018,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,1.0,0.0,73
173,CBS,Mon Feb 26 21:08:30 +0000 2018,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,1.0,0.0,74
174,CBS,Mon Feb 26 19:53:41 +0000 2018,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! ? You can be…",0.4482,0.105,0.895,0.0,75
175,CBS,Mon Feb 26 18:32:36 +0000 2018,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.734,0.0,76
176,CBS,Mon Feb 26 18:20:16 +0000 2018,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert?'s good fri…,0.9359,0.429,0.571,0.0,77
177,CBS,Mon Feb 26 16:53:56 +0000 2018,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.816,0.184,78
178,CBS,Mon Feb 26 16:52:01 +0000 2018,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,1.0,0.0,79
179,CBS,Mon Feb 26 16:17:55 +0000 2018,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,1.0,0.0,80
180,CBS,Mon Feb 26 01:12:32 +0000 2018,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.769,0.0,81
181,CBS,Sun Feb 25 21:51:32 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,1.0,0.0,82
182,CBS,Sun Feb 25 21:51:22 +0000 2018,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,1.0,0.0,83
183,CBS,Fri Feb 23 18:15:40 +0000 2018,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! ??…,0.5093,0.155,0.845,0.0,84
184,CBS,Thu Feb 22 19:26:52 +0000 2018,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,1.0,0.0,85
185,CBS,Wed Feb 21 19:20:04 +0000 2018,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,1.0,0.0,86
186,CBS,Wed Feb 21 18:19:25 +0000 2018,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.752,0.0,87
187,CBS,Tue Feb 20 19:55:19 +0000 2018,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.884,0.0,88
188,CBS,Tue Feb 20 17:58:18 +0000 2018,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.881,0.119,89
189,CBS,Tue Feb 20 17:39:51 +0000 2018,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.872,0.0,90
190,CBS,Sat Feb 17 01:07:20 +0000 2018,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.773,0.0,91
191,CBS,Fri Feb 16 18:42:43 +0000 2018,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.892,0.0,92
192,CBS,Fri Feb 16 17:48:20 +0000 2018,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.752,0.0,93
193,CBS,Wed Feb 14 19:23:27 +0000 2018,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ?? Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.534,0.0,94
194,CBS,Tue Feb 13 20:03:56 +0000 2018,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,1.0,0.0,95
195,CBS,Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.748,0.0,96
196,CBS,Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,1.0,0.0,97
197,CBS,Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,1.0,0.0,98
198,CBS,Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.696,0.0,99
199,CBS,Thu Feb 08 16:09:35 +0000 2018,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.814,0.186,100
200,CNN,Tue Mar 27 12:30:08 +0000 2018,Why would Kim Jong Un make a secret trip to China? https://t.co/fLriLREnPK https://t.co/GGqkwHg9dv,0.0,0.0,1.0,0.0,1
201,CNN,Tue Mar 27 12:15:05 +0000 2018,"Germany has a far-right enemy within, writes Paul Hockenos for @CNNOpinion https://t.co/taphGDaAVM https://t.co/dBQm5cxRsZ",-0.5423,0.0,0.759,0.241,2
202,CNN,Tue Mar 27 12:00:11 +0000 2018,Water park executives charged in 10-year-old's death https://t.co/g4YxddzT9Y https://t.co/f4QN75CO3U,-0.6908,0.0,0.551,0.449,3
203,CNN,Tue Mar 27 11:45:08 +0000 2018,Facebook CEO Mark Zuckerberg won't appear before UK lawmakers https://t.co/8fEYaECWKg https://t.co/E6AZ2LnRB5,0.0,0.0,1.0,0.0,4
204,CNN,Tue Mar 27 11:30:47 +0000 2018,"""Going into Rio I was in the best physical shape of my entire life. ... and that meant nothing because mentally I w… https://t.co/YPVhYQ99R0",0.6369,0.167,0.833,0.0,5
205,CNN,Tue Mar 27 11:15:10 +0000 2018,Is President Trump's silence on Russian President Vladimir Putin and porn star Stormy Daniels telling?… https://t.co/1kidsp6e4g,0.0,0.0,1.0,0.0,6
206,CNN,Tue Mar 27 11:00:08 +0000 2018,Paris police treat murder of Holocaust survivor as anti-Semitic attack https://t.co/6PCyVCPdpS https://t.co/cuz3T6LiKQ,-0.5574,0.248,0.381,0.371,7
207,CNN,Tue Mar 27 10:45:05 +0000 2018,Here are 5 things you need to know today https://t.co/qRZURBA66J https://t.co/JByDGZBHYI,0.0,0.0,1.0,0.0,8
208,CNN,Tue Mar 27 10:30:07 +0000 2018,Photographer Gregor Sailer explores the haunting artifice of fake villages around the world https://t.co/cu4bLm50sI https://t.co/61ssTTUZTy,-0.6369,0.0,0.714,0.286,9
209,CNN,Tue Mar 27 10:21:32 +0000 2018,Fact-checking Tucker Carlson on diversity in America https://t.co/7S7y05oOBX | Analysis by Ronald Brownstein https://t.co/GZVSCDATFz,0.0,0.0,1.0,0.0,10
210,CNN,Tue Mar 27 10:11:06 +0000 2018,Arizona has suspended Uber's self-driving car tests in the state following a fatal crash involving one of the compa… https://t.co/d3y4VVxlno,-0.8519,0.0,0.632,0.368,11
211,CNN,Tue Mar 27 10:02:01 +0000 2018,"A fire that tore through a shopping center killing at least 64 people, including many children, was caused by ""crim… https://t.co/bmW36iQrB9",-0.7783,0.0,0.714,0.286,12
212,CNN,Tue Mar 27 09:54:05 +0000 2018,"A Chinese space lab is expected to fall to Earth in ""fiery demise"" within days https://t.co/QJdgdhEm3x https://t.co/MkliVvavxU",-0.34,0.0,0.862,0.138,13
213,CNN,Tue Mar 27 09:43:03 +0000 2018,"There is a strong possibility that North Korean leader Kim Jong Un is in Beijing, an official with deep knowledge o… https://t.co/vYteCRt7L6",0.5106,0.142,0.858,0.0,14
214,CNN,Tue Mar 27 09:37:05 +0000 2018,Films with women or minorities in lead roles have led the box office 11 out of 12 weekends this year… https://t.co/cukwL2Lz6Q,0.0,0.0,1.0,0.0,15
215,CNN,Tue Mar 27 09:26:35 +0000 2018,"The US is showing off its military strength with F-35B fighter jets, Ospreys and warships all off the coast of Japa… https://t.co/4xUliTiSeW",0.5106,0.19,0.751,0.059,16
216,CNN,Tue Mar 27 09:01:21 +0000 2018,You may not knead to keep the crust on after all https://t.co/iOb0QZXQSr,0.0,0.0,1.0,0.0,17
217,CNN,Tue Mar 27 08:47:40 +0000 2018,"""You're these Olympic athletes, you're supposed to be really strong, you're supposed to be really confident.

""I th… https://t.co/XpTSZ6PqmQ",0.7956,0.294,0.706,0.0,18
218,CNN,Tue Mar 27 08:24:59 +0000 2018,"The US government is officially investigating Facebook, the Federal Trade Commission confirms… https://t.co/IMeV2fkAK7",0.0,0.0,1.0,0.0,19
219,CNN,Tue Mar 27 08:08:07 +0000 2018,"Elliott Broidy, a venture capitalist and fundraiser for US President Donald Trump's 2016 campaign, is suing Qatar,… https://t.co/a6fU8y30fj",-0.2732,0.0,0.884,0.116,20
220,CNN,Tue Mar 27 08:08:04 +0000 2018,Apple is hosting an education-focused event in Chicago on Tuesday to likely reveal what it believes is the future o… https://t.co/icRtWXGSfe,0.0,0.0,1.0,0.0,21
221,CNN,Tue Mar 27 08:01:01 +0000 2018,Here are 9 ways to celebrate Prince Harry and Meghan Markle's royal wedding in style https://t.co/VGueCtKURm https://t.co/jO8QhYZ1uz,0.5719,0.198,0.802,0.0,22
222,CNN,Tue Mar 27 07:57:27 +0000 2018,President Donald Trump's blistering tongue and stinging tweets spare almost no one. But there are two blatant excep… https://t.co/tTlPC1beFC,-0.228,0.0,0.904,0.096,23
223,CNN,Tue Mar 27 07:51:05 +0000 2018,Is this the world's most luxurious airport? https://t.co/Bi3Awl1ALu via @CNNTravel https://t.co/rkeVjUVlA0,0.0,0.0,1.0,0.0,24
224,CNN,Tue Mar 27 07:33:07 +0000 2018,"Heineken has pulled an ad with the tagline ""Sometimes lighter is better"" after critics slammed it as racist.… https://t.co/ENY78J1Xw5",0.1779,0.131,0.769,0.1,25
225,CNN,Tue Mar 27 07:31:06 +0000 2018,"Britain will leave the EU on March 29, 2019 -- but quite what Brexit will entail depends on who you listen to.… https://t.co/Fz1OZjH9cG",-0.0258,0.0,0.952,0.048,26
226,CNN,Tue Mar 27 07:21:52 +0000 2018,"Bill Gates tells Nigerian leaders to ""face facts"" so they can make progress https://t.co/CE32gsgzkY https://t.co/sPLRKrvTGX",0.4215,0.167,0.833,0.0,27
227,CNN,Tue Mar 27 07:02:16 +0000 2018,"11,000 years ago, our ancestors survived abrupt climate change https://t.co/pJxWePn95j https://t.co/49pVMxlBWK",0.5106,0.248,0.752,0.0,28
228,CNN,Tue Mar 27 06:45:26 +0000 2018,US Army veteran who served two tours in Afghanistan has been deported to Mexico https://t.co/yWoFp27VPQ https://t.co/J16Ez5pYEC,0.0,0.0,1.0,0.0,29
229,CNN,Tue Mar 27 06:40:05 +0000 2018,"A fire that tore through a shopping center killing at least 64 people, including many children, was caused by ""crim… https://t.co/oahnrxnX61",-0.7783,0.0,0.714,0.286,30
230,CNN,Tue Mar 27 06:31:06 +0000 2018,Where fat goes when you lose weight https://t.co/msbLdjhJZ7 https://t.co/YS8pKCKdQl,-0.4019,0.0,0.748,0.252,31
231,CNN,Tue Mar 27 06:21:58 +0000 2018,"Russia has threatened retaliation over one of the largest mass expulsions of its diplomats in history, after at lea… https://t.co/3u4T0D78fG",-0.4588,0.0,0.864,0.136,32
232,CNN,Tue Mar 27 06:16:06 +0000 2018,Former President Jimmy Carter sharply criticized President Trump's decision to appoint John Bolton as national secu… https://t.co/74uqRAdZpu,-0.3612,0.0,0.865,0.135,33
233,CNN,Tue Mar 27 06:13:04 +0000 2018,Meet the 21-year-old journalist making headlines in Pakistan by becoming the country's first transgender news ancho… https://t.co/CzmkA0BKE6,0.0,0.0,1.0,0.0,34
234,CNN,Tue Mar 27 06:01:05 +0000 2018,How the Parkland students pulled off a massive national protest in only 5 weeks https://t.co/lmACzB1I6j https://t.co/W3dr1YL2LN,-0.25,0.0,0.867,0.133,35
235,CNN,Tue Mar 27 05:58:01 +0000 2018,"There is a strong possibility that North Korean leader Kim Jong Un is in Beijing, an official with deep knowledge o… https://t.co/3v5dZlKuiW",0.5106,0.142,0.858,0.0,36
236,CNN,Tue Mar 27 05:54:52 +0000 2018,Arizona has suspended Uber's self-driving car tests in the state following a fatal crash involving one of the compa… https://t.co/2Q23dCIEoF,-0.8519,0.0,0.632,0.368,37
237,CNN,Tue Mar 27 05:46:04 +0000 2018,Films with women or minorities in lead roles have led the box office 11 out of 12 weekends this year… https://t.co/YjxkpVbYno,0.0,0.0,1.0,0.0,38
238,CNN,Tue Mar 27 05:43:10 +0000 2018,Heavy security in Beijing and the presence of what appears to be a train that belongs to North Korea's ruling Kim f… https://t.co/p5qYYp11ZC,0.34,0.103,0.897,0.0,39
239,CNN,Tue Mar 27 05:33:26 +0000 2018,Is Kim Jong Un in China? https://t.co/IwENutQIvK https://t.co/d3WKCoRLNK,0.0,0.0,1.0,0.0,40
240,CNN,Tue Mar 27 05:31:05 +0000 2018,"Through his foundation, former President Barack Obama says he hopes to ""create a hundred, or a thousand, or a milli… https://t.co/iOncd1OfBZ",0.5994,0.234,0.766,0.0,41
241,CNN,Tue Mar 27 05:16:03 +0000 2018,Most Americans already thought Trump was a cheater before the Stormy Daniels interview | Analysis by CNN's Harry En… https://t.co/hXbuiIZ7SV,-0.5423,0.0,0.829,0.171,42
242,CNN,Tue Mar 27 05:01:06 +0000 2018,"Draylen Mason never knew it, but he had been accepted into the prestigous Oberlin Conservatory of Music before he w… https://t.co/RuMOpPpKgG",0.3919,0.117,0.883,0.0,43
243,CNN,Tue Mar 27 04:46:01 +0000 2018,Thousands of new voters signed up during the March for Our Lives https://t.co/47UGsv6GJo https://t.co/0TVLMntqzg,0.0,0.0,1.0,0.0,44
244,CNN,Tue Mar 27 04:31:06 +0000 2018,"A strange and unsettling sight greeted passersby in central London: Life-sized sculptures of 84 men, perched on the… https://t.co/Z7Dz6vQafa",0.0772,0.106,0.804,0.09,45
245,CNN,Tue Mar 27 04:16:53 +0000 2018,An animation of Parkland shooting survivor Emma Gonzalez ripping the US Constitution in two went viral on social me… https://t.co/jP5BOxyDp5,0.3612,0.116,0.884,0.0,46
246,CNN,Tue Mar 27 04:01:06 +0000 2018,"Linda Brown, who as a little girl was at the center of the Brown v. Board of Education US Supreme Court case that e… https://t.co/UXmRqOXOF8",0.5574,0.135,0.865,0.0,47
247,CNN,Tue Mar 27 03:46:05 +0000 2018,The prices of the 20 most commonly prescribed brand-name drugs for seniors have risen nearly 10 times more than the… https://t.co/NQ06iLNMro,0.0,0.0,1.0,0.0,48
248,CNN,Tue Mar 27 03:31:03 +0000 2018,"Sources tell CNN that Interior Secretary Ryan Zinke has repeatedly said he won’t focus on diversity, making comment… https://t.co/HK2Z6voCew",0.0,0.0,1.0,0.0,49
249,CNN,Tue Mar 27 03:16:03 +0000 2018,"The US government is officially investigating Facebook, the Federal Trade Commission confirms… https://t.co/NJDe2qH2aa",0.0,0.0,1.0,0.0,50
250,CNN,Tue Mar 27 03:01:03 +0000 2018,President Trump writes a letter to the family of Parkland victim Meadow Pollack https://t.co/DRsYlRLZGX https://t.co/Cr0Y7UYYai,-0.2732,0.0,0.861,0.139,51
251,CNN,Tue Mar 27 02:46:04 +0000 2018,"A Chinese space lab is expected to fall to Earth in ""fiery demise"" within days https://t.co/lh4pE8Dva5 https://t.co/A5mTouVLbB",-0.34,0.0,0.862,0.138,52
252,CNN,Tue Mar 27 02:31:06 +0000 2018,"In her first trip to New York's capital since announcing her gubernatorial campaign, actress Cynthia Nixon referred… https://t.co/53mH9H8o4g",0.0,0.0,1.0,0.0,53
253,CNN,Tue Mar 27 02:30:54 +0000 2018,"RT @CNNTonight: Stormy Daniels' friend Alana Evans: President Trump should ""own up to what he did. Own up to the relationships. Own up to t…",0.4939,0.118,0.882,0.0,54
254,CNN,Tue Mar 27 02:22:26 +0000 2018,"In a controversial move, the Commerce Department has said the question of citizenship will again be included in the… https://t.co/TlAorhGDcZ",-0.2023,0.0,0.909,0.091,55
255,CNN,Tue Mar 27 02:19:29 +0000 2018,RT @AC360: “You are looking for a way to impeach my President” Female Trump supporters tell @RandiKayeCNN they aren’t bothered by Stormy Da…,0.1531,0.115,0.794,0.091,56
256,CNN,Tue Mar 27 02:15:07 +0000 2018,"11,000 years ago, our ancestors survived abrupt climate change https://t.co/6FeFgLcclf https://t.co/UkjvAq03Hy",0.5106,0.248,0.752,0.0,57
257,CNN,Tue Mar 27 02:00:18 +0000 2018,7 things we learned on the groundbreaking Qantas air route from Australia to the UK https://t.co/3nYK6gYbuK https://t.co/o7DyKG0YXN,0.0,0.0,1.0,0.0,58
258,CNN,Tue Mar 27 01:55:36 +0000 2018,"Police in Michigan have arrested William Strampel, a former Michigan State University dean and boss of Larry Nassar… https://t.co/HJNVddE7hQ",-0.4767,0.0,0.846,0.154,59
259,CNN,Tue Mar 27 01:51:01 +0000 2018,Louisiana Attorney General Jeff Landry will provide an update on the investigation of Alton Sterling's fatal shooti… https://t.co/jbjm8osVvN,-0.5423,0.0,0.829,0.171,60
260,CNN,Tue Mar 27 01:45:06 +0000 2018,Why the Iranian-backed Houthi high command has added fuel to fire with missile attacks on Saudi Arabia… https://t.co/4XmwWZyTzS,-0.6486,0.0,0.751,0.249,61
